,sentence,label,split
85,educational background bachelor information technology danang university technology professional summary work enclave company work fpt software company work freelance,1,test
86,year experience software development year developer year tester,1,test
87,experience manual testingautomation test good understand sw test concept test process software,1,test
88,database ms sql server sql programming c asp net javascript html css test tool winrunner hp quick test pro nunit browser ie firefox operate system,1,test
89,window xp nt,1,test
90,linux professional experience,1,test
91,position testerapp owner project description team size responsibility,1,test
92,application directv entertainment program web service provide give user programing informationfieldschannel api test tool,1,test
93,test web service rest api test tool check server resdponse assigntracke task member,1,test
94,functional test,1,test
95,study requirement review srs customer,0,train
96,create test case create test script execute test case write test report test type manual test bug track report platform,1,test
97,window linux,1,test
98,database,1,test
99,sql server position tester app owner project description team size responsibility platform,1,test
100,window database,1,test
101,sql server position tester project description large team size responsibility,1,test
102,webapplication provide serverbase production account solution design mining mineral process smelting refine operation,1,test
103,study requirement review srs customer assigntracke task functional test,1,test
104,create test case create test script execute test case write test report test type manual automation test bug track report technology window xpserver aspnet hp quick test pro,1,test
105,web application provide good management order management article management receive management return management transfer warehouse management company,1,test
106,study requirement create test case create test script execute test case functional test regression test,1,test
107,test type manual automation test bug track report,1,test
108,technology net framework winrunner,1,test
109,web base application manage take online exam english computer science subject platform,1,test
110,windows linux database,1,test
111,sql server position testerdeveloper project description large team size responsibility,1,test
112,study requirement write code function create test case execute test case functional test,1,test
113,bug track report test type manual test platform,1,test
114,sql server position developer project description technology net ajax javascipt platform,1,test
115,sql server position developer project description large team size responsibility,1,test
116,study requirement write code function technology c asp net nunit,1,test
117,web base application provide library software engineer large team size responsibility,1,test
118,study requirement write code function technology c asp net nunit driventest,1,test
119,web base application provide local secure communication service elearne tool company,1,test
120,platform,0,train
121,sql server effectively apply position testerqa position fit educationcareer experience background match requirement confident perform job contact requirement match profile thank consideration,1,test
122,le chi binh,0,train
123,nguyen chanh hoa khanh bac lien chieu da nang web developer nam,0,train
124,lechibinh@gmailcom,0,train
125,httpswwwfbcomlechibinh currently student major website design graduate calm personality good communication communication sharp eager learn look employee position able apply knowledge learn apply real work design company website practical work website design experience career goal education specialize website design september january certificate september present work experience implementation school specialize project september january work volunteer october present volunteer october present polytechnic danang college learn achieve title excellent student semester study graduate good high certificate english basic information technology office information design image photoshop adobe photoshop admin website frontend framework marketing internet school project design sale website php wordpress php laravel specialize project instructor lecturer fpt school club sao truc participate volunteer entertainment activity street performance donate money charity people difficult circumstance share encourage overcome difficult time help positive thought da nang green club join green summer activity danang green summer club distribute clothe food homeless accord group program interest soccer art gym travel skill work skill laravel framework html css jquery php photoshop,1,test
126,hoang vu nhat tan,0,train
127,look web developer,0,train
128,work bussiness analyst code question frontend answer unit test month experience developer javascript month jsp servlet month spring boot mvc hibernate strut,1,test
129,work experience fpt software bussiness analyst october today,1,test
130,web developer month successful experience java strut spring boot jsp,1,test
131,work project need java spring boot jquery javascript fresher accademy fpt software june october graduate fresher accademy fpt software mark java fullstack web development certificate fpt software,1,test
132,student internship sun asterisk march june train ruby basic salle de sport,1,test
133,project ruby rail frame work backend jquery ajax,1,test
134,javascript endcode contact phone,1,test
135,cam ancam lo quang tri email omgod@gmailcom instagram mynameisnhattan email,0,train
136,experience,0,train
137,object orient programing,1,test
138,basic,0,train
139,java script basic,1,test
140,datum structure basic,1,test
141,toeic score toeic test fpt software deccember toeic score read test listen test,1,test
142,tranne project january deccember java spring boot api create website sell guitar role code,1,test
143,angular basic build frontend website algorithm new feed seo product algorithm promotal product seo,1,test
144,education,0,train
145,graduate bachler fpt polytechnic excellent result mark golden bee prize cours obtenu golden bee prize horr prize school student mark school valedictoran information technology october valedictora information technology prize student mark information technology department,1,train
146,html,1,train
147,jquery basic,1,train
148,sql,1,train
149,git skill,1,train
150,team work,1,train
151,creativity research comunication presentation read english listenne english comunicate basic foreigner language english advanced,1,train
152,read listen,0,train
153,english basic,1,train
154,speak writte vietnamese native,0,train
155,objective qa tester way find good work environment contribute good desire work dynamite youthful environment offer great opportunity professional development,1,train
156,aug oct experience project quality assurance fpt software da nang vietnam,1,train
157,train guide process product quality assurance measure cmmi assist monitor work product development service determine meet specification quality standard initiate corrective action necessary study product service specification assist track quality assurance metric,1,train
158,quality assurance tester sep mar gameloft co ltd studio da nang vietnam,1,train
159,create test plan test case accurately follow test process fuel swift corrective action prepare submit detail report bug error detect conduct post release test work closely assign game production team feedback balance design validate new content feature fix development team support deep investigation issue report follow priority give qa lead ensure current team wide goal meet project experience ios platform year core game team asphalt airbone support ios game work window platform month sea window ad team project modern combat dragon mania legend sniper fury work android platform month core game team dungeon hunter curse heaven premium support pocket hd project recommendation,1,train
160,vo thi linh great work ethic perform duty reliably honorably contribute significantly growth business year doubt strong addition team tran xuan vuong branch director da nang branch gameloft company limit vo thi linh,0,train
161,quality assurance,1,train
162,anlinhv@gmailcom da nang vietnam,0,train
163,education bachelor art english university da nang university foreign study major business english vietnam,1,train
164,exchange student faculty liberal art ubon ratchathani university major intercultural communication english career thailand,1,train
165,skill advanced english fluent verbal write skilled ms office familiar jira confluence trello great team player collaborative ability good knowledge software qa methodology process critical think eager learn new thing concept quickly solid understand good experience ability prioritize plan effectively dedicate responsible effectively selfmanage meet deadline,1,train
166,le duc luong frontend developer summary th year student department high personal learn project quality engineer training program vietnam website experience major frontend developer love experience gain apractical knowledge industry intern position contact information phone email,1,train
167,luongdang@gmailcom address nguyen luong bang st lien chieu dist da nang city facebook httpswwwfacebookcomduccluong education legal training program high quality engineer da nang university technology rating year good accumulate point skill html css javascript git uiux,0,train
168,intermediate english basic french presentation team work communication network skill ability work pressure multitask,1,train
169,develop strandard html css javascript reponsive httpsduccluonggithubio bookshop,1,train
170,develop standard html css javascript reponsive httpsduccluonggithubiomybook hopgithubio web band css githubio,1,train
171,develop standard html httpsduccluonggithubiowebband text reader software blind httpsgithubcomduccluongprorea dbook,1,train
172,machine learnne ai teamwork ecommerce project summer codecomplete company cafe managerment software httpsgithubcomduccluongcoffe hop software,1,train
173,build display,0,train
174,supplement knowledge winform programming ability work group seftstudy learn new knowledge,1,train
175,nguyen thanh nhat java fresher,1,train
176,nguyen hoang da nang httpfbcomnhatnguyen,0,train
177,nguyenthanhnhat@gmailcom career objective want bring skill learn school create new complete product future firmly believe company hard work direction company help achieve aim year delight formally company education major software technology duy tan university senior student java certificate microsoft technology academy java core html css javascript mysql git spring mvc work experience hybrid technology software company java fresher program website support hr manage employee cvs technology spring boot vuejs mysql gitlab postman understand software development process increase presentation teamwork inventory management software website manage sell key upgrade spotify project customer inventory management software beverage distributor technology java swing communicate request directly customer,1,train
178,personal project user use spotify app listen music app upgrade premium price time cheap user automatically upgrade easily technology jsp servlet html css bootstrap javascript spring mvc mysql skill english arrange plan teamwork certificate developer certification java microsoft dn academy internship hybrid technology software company,1,train
179,ao trong duy phong ai engineer contact cell email duyphongdn@gmail com adress dong tri street da nang city social linkedin duyphongdaotrong facebook httpswwwfbcomduy phongdaotrong programming language java python cc project object detection webapp mar apr build simple api detect object base tinyyolo model investigate build api flask framework deploy app heroku smart street light aug dec deploy computer vision system detect classifier vehicle stream camera analyst control light intensity base traffic flow maintenance collect dataset investigate build vehicle detection system send datum firebase server certificate deep learn keras workshop packt issuse expire httpswwwcredentialnete eabcdadd objective electronic technology enthusiasm learn try new thing knowledge create useful product society educational university science technology da nang bs electronic telecommunication engineer university graduation certificate good knowledge technology framework tensorflow keras scm git os window linux skill hard work eager learn work team effectively english read research document paper english,1,train
180,bui hoang nhat apply fresher php gpa grade excellent,1,train
181,july,0,test
182,nhatbui@gmailcom,0,train
183,duy hai duy xuyen quang nam,0,train
184,facebookcomnhathoangbui,0,train
185,career objective enter profession passion programming expertise learn iviettech certificate want php programmer able good use ability hopefully work environment company help equip experience skill achieve goal good programmer future english skill good read research material hobby music soccer movie,1,train
186,education background university danang university education major infomatic teacher education gpa grade good iviettech professionalprogrammer training center major php programmer aug apr,1,train
187,technical skill php web developer php develop application require database phpmyadmin work mysql database develop php application datum store datum mysql database use mvc pattern structure organize code analyze design database develop project laravel framework programming php html css javascript bootstrap framework laravel database mysql sql server,1,train
188,take project summary build website sell electronic online mar apr description project implement iviettech center build sale website manage online sale electronic item main function build sale website basic function view product information order payment contact manage order manage product information responsibility analyze design database build website interface build basic function programming php database mysql technology laravel framework source code httpsgithubcomivtphprojectcommercegit gain experience skill project database design analysis experience jquery javascript work mysql work laravel framework experience html css bootstrap build sale management website feb apr description website da nang pedagogical university base idea,1,train
189,actual clothing sale page main function manage order customer product product category inventory discount code responsibility database analysis design programming php database mysql source code httpsgithubcomnhatbuiwebshopgit gain experience skill project learn build database gain experience php programming combine html css javascript effectively,1,train
190,soft skill,0,train
191,ability solve problem good teamwork ability eagerness learn flexibility work,1,train
192,ho thi nhu quynh web intern quynhho@studentpasserellesnumeriquesorg b le huu trac danang project object orient programming phone management coder create function employ manage create feature encapsulation inheritance polymorphism website hotel management coder design event meet page design contact information page design separate event page meet page php hotel management coder create sign log send email create contact education passerelle numerique vietnam sep sep bachelor diplomain information technology objective,0,train
193,complete work assign time good quality,1,train
194,hope support employee company skill,0,train
195,html presentation,1,train
196,css english,1,train
197,java teamwork,1,test
198,php communication interested,1,test
199,english song,0,train
200,play tennis,0,train
201,dance reference,0,train
202,mr vo cong dinh trainer passerellesnummerique activity development activity blue sky treasurer collect fee group member,0,train
203,bui tuan anh date birth phone email buianhit@gmailcom address danang vietnam website anhcvherokuappcom githubcombuianhit objective believe strong trait attention detail trait help tremendously field work goal find position use knowledge strength work experience mmo affilate marketer fincarevncom cocacola beverage vietnam onsite main company unit corp officer main responsibility support technology department manager server virtual system vmware esxi backup server file server print server nas active directory administration microsoft office administration monitor system nov oct ba na service cable car joint stock company officer main responsibility keep network run efficiently build configure new network environment manager cctv surveillance station support technology department certification advanced linux system administration mind training academic preparatory english level topnotch microsoft certify solution associate mind training cisco certify network associate mind training skill english comfortable communication skill work knowledge basic write work email network linux window server web application read network diagram network wire cable mask ip plan static route dynamic route high availability hsrp load balance deploy dhcp service bind file server lamp lemp samba server deploy monitor software open source cactus nagio deploy domain controller dhcp service dns file server web server ftp tftp wsus server active directory administration implement high availability system service multiple server monitor system html css javascript es reactjs basic redux basic nodejs expressjs basic refer github repository httpsgithubcombuianhit oct jan test project network system administrator danang skill second prize education fpt polytechnic danang major software application gpa honor award hobby read book exercise meditation music travel reference mr truong van xuan infrastructure cocacola danang email txuan@cocacolacomvn mobile mr nguyen duc vinh manager ba na service cable car joint stock company email vinhdn@sungroupcomvn mobile,1,test
204,background information,0,train
205,restaurant management system console application education da nang university science technology present major information technology,1,test
206,work experience position c programming,1,test
207,design database payment,1,test
208,code function add food drink menu order meal tutor management system da nang desktop application,1,test
209,position c net programming,1,test
210,design interface hoang nguyen vu intern hoangnguyenvubk@gmailcom ton duc thang lien chieu da nang facebookcomnguyenvu career goal,0,train
211,code gui layer half bus layer threelayer model hope work professional programming environment develop professional skill learn new programming knowledge successfully complete assign work atm system simulation program bank multi access web application,1,test
212,present position java jspservlet programming,1,test
213,design database interface personal skill,1,test
214,code controller modelbo modelbean mvc model c c net java jspservlet skill,1,test
215,work database microsoft sql mysql c java c html little skill css javascript nodejs,1,test
216,learn,0,train
217,nguyen thai phuong hanoi vietnam,0,train
218,thaiphuongn@gmailcom httpswwwlinkedincominpeterngbaa objective blockchain researcher blockchain developer certificate ethereum developer education hanoi university science technology computer science open source society university computer science consensys academy ethereum developer work experience hxro blockhchain developer,1,test
219,build new smart contract set blockchain oracle develop scanner systematize blockchain event train fellow engineer blockchain development provide semimonthly report company current task funix blockchain mentor mentor blockchain course sotatek blockchain developer main responsibility fintech fix protocol crypto exchange forex exchange nodejs aws docker react webjs solidity blockchain researcher icetea blockchain developer main responsibility crypto wallet react native graphql mysql blockchain researcher tomochain blockchain developer main responsibility crypto wallet solidity golang nodejs react vue graphql blockchain researcher travala blockchain developer main responsibility sep april nov july april april july november april october november,1,test
220,neo python crypto exchange blockchain researcher kis developer main responsibility angular html css agiletech blockchain developer main responsibility hyperledger fabric blockchain researcher fss blockchain developer main responsibility blockchain researcher create stock exchange application create private blockchain network write smart contract geth solidity mp telecom developer main responsibility write document liferay apollo english teacher certification toeic certificate score certificate osaka university vinasa hackathon jlpt n september october april september nov april june aug apr sep consensys blockchain academy certification blockchain social impact hackathon winner skill devopt backend frondend research blockchain english japanese aws docker nginx redi nodejs express squelize mongodb mysql graphql prisma typeorm react vue angular scss write detail document github wiki japans style geth solidity truffle neo python webjs golang cryptography elliptic curve interest play chess listen podcast watch live stream code contribute open source project special blockchain project openzeppelin,1,test
221,blockchain lease system nyc responsibility,1,test
222,write document legal system nyc document smart contract design fullstack development technology,1,test
223,solidity oppenzepplin graphql react project gitcoin hackathon lease block customer description team size position gitcoin developer loyalty point april customer description team size position responsibility walletui april customer description team size position graphql backend april customer description team size position sotatek developer sotatek developer icetea developer,0,train
224,system count loyalty point run blockchain,1,test
225,write document smart contract design research solidity loyalty point system write smart contract technology,0,train
226,solidity oppenzepplin,0,train
227,create blokchain wallet support coin responsibility,1,test
228,create wallet transfer btc bch eth dash technology,0,train
229,react webjs bitcore,1,test
230,create graphql backend icetea blockchain responsibility,1,train
231,grapql backend icetea blockchain technology,1,train
232,grapql prisma ethereum wallet,0,train
233,april customer description team size position icetea developer,0,train
234,create demo ethereum wallet responsibility,0,train
235,create ethereum demo wallet react native technology,0,train
236,react native redux webjs tomochain token management november february customer description team size position tomochain developer,1,train
237,create dapp tomochain wallet responsibility,0,train
238,create dapp manage tr token tomowallet technology,0,train
239,nodejs npm vuejs webjs responsibility,1,train
240,create node library tomo blockchain technology,0,train
241,nodejs npm vuejs node module november february customer description team size position tomochain,1,train
242,nodejs library developer hrm sept november customer description team size position,1,train
243,frondend kis developer stock exchange nov april customer description team size position ff company developer responsibility,1,train
244,dev frondend technology,1,train
245,angular html css scrum svn,1,train
246,blockchain technology exchange stock responsibility,1,train
247,blockchain researcher write detail document technology,1,train
248,geth solidity nodejs,1,train
249,education danang university science technology major information technology august present machine learn tutorial youtube andrew ng knowledge gradient descent nomal equation linear regression present nguyen duc tai ai internship,1,train
250,main knowledge gpa,0,train
251,html css javascript java c oop sql,1,train
252,activity member executive committee member executive committee hochiminh communist youth union faculty information technology sgroup present take programming team sgroup student club programming marketing online design,0,train
253,ductai@gmailcom,0,train
254,danang vietnam,0,train
255,github httpsgithubcomductai interest soccer volleyball music travel skill english teamwork member science research team danang university science technology topic lorawan network topic ai machine learn,1,train
256,project kennestshop programming java weather forecast app programming java web page interface programming html css javascript scientific research,1,train
257,personality,0,train
258,hardworking sociable eager learn discipline,0,train
259,profile personal information,0,train
260,place birth date birth gender phone email,0,train
261,nguyen van nam,0,train
262,nang viet nam dec th,0,train
263,nvnamt@gmailcom,0,train
264,experience skill,0,train
265,year programing experience programming skill,0,train
266,aspnet web form aspnet mvc aspnet restful api reacjs nodejs redux html css materialize bootstrap javascript jquery ajax ms sql server mysql postgre sql,1,train
267,source code management git good work attitude strong teamwork spirit able work independently aptitude learn quickly high sense responsibility ability work high pressure education,1,train
268,graduate da nang university technology,1,train
269,major information technology degree engineer,1,train
270,work history,0,train
271,present aperia solution company fpt software sunasterisk location da nang city viet nam da nang city viet nam da nang city viet nam title developer developer developer project reference,0,train
272,jan apr,0,train
273,project position description team size work,0,train
274,create database test,1,train
275,tecis japanese customer developer develop sell system super market,0,train
276,language work location,0,train
277,net bcp da nang viet nam fpt software jun,0,train
278,energy management developer develop system mitsubishi company system manage energy smart house,0,train
279,fpt software,1,train
280,communicate tl pm customer clear requirement create plan code unit test language work location,1,train
281,nodejs ha noi viet nam,1,train
282,jul oct fpt software,1,train
283,project position description,0,train
284,glv system developer team leader develop migration system gulliver company system specialize buy sell car online,0,train
285,team size work,0,train
286,communicate customer clear requirement create plan code unit test release real environment support junior developer task,1,train
287,net aspnet api restful ms sql server html css javascript bootstrap postgre sql ssis da nang viet nam,1,train
288,nov sep,0,train
289,tce system fullstack developer develop tce system verify profile credit buy house united state,1,train
290,communicate ba clear requirement create plan code frontend code backend unit test,1,train
291,reactjs nodejs mysql socketio redux da nang viet nam,1,train
292,dec mar project position description team size work,0,train
293,pavaso developer develop migration pavaso system buy house system united state,0,train
294,communicate ba clear requirement create plan code unit test release real environment,1,train
295,language,0,train
296,work location,0,train
297,net wcf entity framework linq ms sql server html css javascript,1,train
298,mar project position description team size work,0,train
299,code unit test,1,train
300,investigate source code improve performance language,0,train
301,net ms sql server,1,train
302,html css javascript jquery ajax,1,train
303,da nang viet nam sunasterisk,0,train
304,jtb developer migration system jtb system travel web,0,train
305,apr present project position description team size work,0,train
306,aperia solution,0,train
307,core stack developer develop core system manage contract bank united state,1,train
308,daily report pmo sm communicate ba clear requirement create mock api create middle tier convert datum real api frontend code frontend unit test,1,train
309,language net,0,train
310,reactjs html css redux work location,1,train
311,hobby interest watch movie listen music surf internet travel drink beer,0,train
312,nen tang tuyen dung nhan su hang dau viet nam ng vien nguyen thi thanh nhi nguon tuyendungtopcvvn,0,train
313,education duy tan university major information technology gpa,1,train
314,work experience nguyen thi thanh nhi tester coffee shop parttime sale staff,0,train
315,female,0,train
316,nhinguyen@gmailcom,0,train
317,da nang vietnam,0,train
318,httpswwwfacebookcomthanh nhinguyen objective graduate student information technology want work automotive software environment exchange experience work skill wish develop career automotive software field,0,train
319,sell good foreigner vietnamese shop advertise product medium publication banner poster leaflet report sale day achievement skill gain assess positively shop boss active extremely adaptable observe learn catch customer taste improve english communication skill bap collaborator tester,0,train
320,image process fashion educational product test achievement skill gain manage positively active adaptable achieve kpi observe learn grasp tool improve test skill,0,train
321,activity nov jun sep jan volunteer group khoa delegation volunteer,0,train
322,gather gift distribute people remote area share encourage overcome difficult time help positive thought,0,train
323,certification scrum process certification axon active,1,train
324,honor award win second prize competition hour code aid aaipgbawhqyhawkgcwatb topcv nen tang tuyen dung nhan su hang dau viet nam tuyendungtopcvvn,0,train
325,o phuoc thien intern frontend react github httpsgithubcomthiendp date birth june gender phone email thiendp@gmailcom adress ngu hanh son danang city,0,train
326,longterm goal gain real project experience look longterm workplace,0,train
327,aug dec,0,train
328,vietnam korea university information university danang software engineer specialization graduation dec,1,train
329,work experience frontend aug apr apr jun,1,train
330,school project school achievement skill gain build basic demo website html css javascript boostrap framework,1,train
331,improve build website skill safehorizon software sevice company intern end parttime achievement skill gain work group skill build demo website news reactjs knowledge,0,train
332,htmlcssjavascript reactnativereacjs expressjs basic,1,train
333,news website mar jun,0,train
334,customer description right phone team size position developer frontend responsibility,0,train
335,analysis design,1,train
336,development technology react axios reactstrap nodejs,1,train
337,website help people read news convenient anytime local library mar link github httpsgithubcomthiendpexpresslocallibrarytutorial,0,train
338,customer description book author book instance datum mongodb cloud,0,train
339,team size position developer backend responsibility development technology expressjs nodejs,1,train
340,todo app react native apr link github httpsgithubcomthiendptodoapp customer description add delete item react native team size position developer frontend responsibility development technology react native,0,train
341,ly nhan,0,train
342,danang vietnam backend developer female,1,train
343,dolynhan@gmailcom apply nodejs backend developer position energetic software engineer year experience develop code school increase code efficiency backend objective education engineer sep present work experience backend developer dec mar backend frontend developer sep dec danang university science technology gpa hotel management application programming c main responsibility build database model design sequence diagram build api test app link httpsdrivegooglecomdrivefolderslzpotzdfbnqgbq pwkyuntzdcnzeuspshare achievement skill gain improve teamwork skill learn design use case sequence architecture diagram build app model mvc transfer file socket application programming java main responsibility build database model design mockup prototype apply socket ftp server transfer file build api test app link httpsdrivegooglecomdrivefoldersgdmorqn uesdhihraiehoeyfvdwuspsharing achievement skill gain improve teamwork skill learn socket ftp server operate system know send large file computer backend developer iot hydropower reservoir downstream warn mar jun system base lorawan technology programming nodejs main responsibility build database model apply websocket mqtt transfer datum build api test website link httpsgithubcomdolynhandolynhangithubio achievement skill gain improve teamwork skill learn websocket mqtt lorawan operate system know transfer realtime datum internet activity creative robot contest high school student danang city positive member code engine club positive member bkmaker science research club mar present supporter skill nodejs java c php python html css certification toeic english certificate achievement dut school certificate participation enterprise project watec company mar honor award annual meritbase scholarship dut database mongodb sql interest read book music travel,1,train
